PlayerId, Name, Weight, Height, Age, Position, TeamId
230,정동호,68,174,33,DF,7
231,박철우,65,176,26,MF,7
232,잭슨,83,196,28,DF,7
233,김현,87,190,30,FW,7
234,정재용,80,188,33,MF,7
235,로페즈,78,185,33,FW,7
236,이승우,60,170,26,FW,7
237,오인표,63,177,26,DF,7
238,윤빛가람,71,178,33,MF,7
239,정재윤,75,180,21,MF,7
240,노동건,88,190,32,GK,7
241,김규형,63,168,24,MF,7
242,황순민,65,177,33,MF,7
243,최보경,86,184,32,DF,7
244,이광혁,65,167,28,MF,7
245,김주엽,76,180,23,DF,7
246,우고 고메스,80,187,28,DF,7
247,이태섭,70,177,23,DF,7
248,이영재,60,172,29,MF,7
249,장재웅,70,176,22,FW,7
250,신세계,73,178,33,DF,7
251,이범영,93,197,34,GK,7
252,곽동준,68,176,23,DF,7
253,김예성,70,177,22,MF,7
254,서승우,80,188,21,MF,7
255,바우테르손,80,186,26,FW,7
256,김선민,65,167,32,MF,7
257,이재훈,85,190,19,GK,7
258,박병현,65,176,30,DF,7
259,김도윤,62,171,19,MF,7
260,정은우,65,172,20,FW,7
261,이용,76,180,37,DF,7
262,안치우,72,180,19,MF,7
263,김재현,73,179,20,FW,7
264,강민성,73,180,19,FW,7
265,조수혁,83,188,36,GK,8
266,장시영,69,174,21,DF,8
267,임종은,88,192,33,DF,8
268,보야니치,74,182,29,MF,8
269,마틴 아담,87,190,29,FW,8
270,바코,74,174,30,MF,8
271,엄원상,63,171,24,MF,8
272,이명재,68,182,30,DF,8
273,이동경,72,176,26,MF,8
274,정승현,82,188,29,DF,8
275,김성준,68,174,35,MF,8
276,루빅손,75,182,30,FW,8
277,주민규,83,183,33,FW,8
278,김영권,78,185,33,DF,8
279,조현우,75,189,32,GK,8
280,김민혁,71,183,31,MF,8
281,김태환,72,177,34,DF,8
282,이규성,68,174,29,MF,8
283,조현택,65,182,22,DF,8
284,이청용,70,180,35,MF,8
285,설현빈,78,190,22,GK,8
286,황재환,60,170,22,MF,8
287,강윤구,73,175,21,MF,8
288,아타루,68,175,31,MF,8
289,이재욱,65,170,22,DF,8
290,김기희,80,188,34,DF,8
291,설영우,72,180,25,DF,8
292,민동환,78,187,22,GK,8
293,박주영,75,182,38,FW,8
294,김지현,79,185,27,FW,8
295,김동헌,80,190,27,GK,9
296,이태희,85,192,29,GK,9
297,민성준,79,187,24,GK,9
298,김유성,83,188,20,GK,9
299,김연수,75,180,23,DF,9
300,오반석,81,187,35,DF,9
301,정동윤,78,182,33,DF,9
302,임종진,74,176,26,DF,9
303,김준엽,73,178,24,DF,9
304,델브리지,84,193,31,DF,9
305,김건희,76,181,25,DF,9
306,김동민,75,180,26,DF,9
307,권한진,78,187,33,DF,9
308,이명주,70,175,33,MF,9
309,문지환,74,178,25,MF,9
310,김도혁,73,177,28,MF,9
311,신진호,75,180,34,MF,9
312,이동수,68,173,22,MF,9
313,여름,70,175,31,MF,9
314,지언학,70,175,25,MF,9
315,박현빈,72,178,22,MF,9
316,민경현,65,168,21,MF,9
317,최준기,74,179,23,MF,9
318,김현석,68,172,23,MF,9
319,홍시후,72,175,22,MF,9
320,박진홍,77,180,25,MF,9
321,김세훈,70,175,24,MF,9
322,에르난데스,76,179,28,FW,9
323,제로소,81,184,26,FW,9
324,송시우,70,175,30,FW,9
325,김민석,68,173,23,FW,9
326,김보섭,70,176,25,FW,9
327,하동호,78,185,22,FW,9
328,음포쿠,75,178,31,FW,9
329,박승호,73,177,26,FW,9
330,천성훈,72,175,23,FW,9
331,이범수,85,190,34,GK,10
332,노윤상,79,190,22,DF,10
333,박진섭,75,182,28,MF,10
334,윤영선,78,185,36,DF,10
335,최보경,79,184,36,DF,10
336,한교원,73,182,34,MF,10
337,백승호,78,180,27,MF,10
338,구스타보,76,189,30,FW,10
339,조규성,82,188,26,FW,10
340,바로우,60,177,32,MF,10
341,김보경,73,178,35,MF,10
342,이승기,67,177,36,MF,10
343,구자룡,75,186,32,DF,10
344,이근호,85,185,28,FW,10
345,송민규,72,179,25,FW,10
346,홍장우,70,175,22,MF,10
347,김진수,69,177,32,DF,10
348,최철순,70,173,37,DF,10
349,홍정호,82,187,35,DF,10
350,문선민,70,172,32,FW,10
351,맹성웅,72,180,26,MF,10
352,류재문,72,184,30,MF,10
353,김준홍,88,190,21,GK,10
354,송범근,88,194,26,GK,10
355,배재익,70,175,23,FW,10
356,박진성,76,178,23,DF,10
357,장윤호,68,178,28,MF,10
358,강영석,70,172,22,MF,10
359,강상윤,66,170,20,MF,10
360,박준범,78,183,23,FW,10
361,박성현,72,182,23,DF,10
362,이우연,83,188,21,DF,10
363,명세진,72,176,23,MF,10
364,김태현,75,180,23,MF,10
365,이준호,84,186,22,FW,10
366,이성민,83,187,24,DF,10
367,박채준,66,170,21,FW,10
368,최현웅,76,188,21,DF,10
369,전지완,85,189,20,GK,10
370,박창우,69,178,21,DF,10
371,이윤권,68,174,24,MF,10
372,박규민,71,180,23,FW,10
373,김문환,67,172,29,DF,10
374,김진규,68,177,27,MF,10
375,김동준,88,187,29,GK,11
376,안태현,67,176,30,MF,11
377,연제운,78,185,29,DF,11
378,송주훈,83,190,30,DF,11
379,최영준,76,181,33,MF,11
380,구자철,78,183,35,MF,11
381,김건웅,81,185,26,MF,11
382,유리 조나탄,78,185,26,FW,11
383,헤이스,73,173,31,FW,11
384,김승섭,67,177,28,FW,11
385,정운,73,180,35,DF,11
386,서진수,71,183,24,MF,11
387,조나탄 링,72,183,33,MF,11
388,임동혁,86,190,31,FW,11
389,김주공,73,180,28,FW,11
390,김오규,77,183,35,DF,11
391,김형근,78,188,30,GK,11
392,임준섭,80,194,21,GK,11
393,이기혁,76,184,24,MF,11
394,한종무,70,179,21,MF,11
395,임채민,82,188,34,DF,11
396,전성진,66,176,23,MF,11
397,임창우,72,184,32,DF,11
398,김대환,67,172,20,DF,11
399,김봉수,78,183,25,MF,11
400,이주용,78,180,32,DF,11
401,권순호,72,178,21,MF,11
402,곽승민,80,186,20,DF,11
403,김근배,80,187,38,GK,11
404,박원재,66,176,30,DF,11
405,홍준호,77,190,31,DF,11
406,윤평국,88,189,32,GK,12
407,심상민,78,172,31,DF,12
408,김용환,67,175,31,DF,12
409,그랜트,82,191,30,DF,12
410,김종우,70,181,30,MF,12
411,김인성,74,180,35,FW,12
412,오베르단,70,175,28,MF,12
413,제카,83,192,26,FW,12
414,백성동,66,167,32,MF,12
415,고영준,69,168,23,MF,12
416,김승대,64,175,33,FW,12
417,신원철,70,175,23,DF,12
418,박승욱,78,184,27,DF,12
419,한찬희,75,185,26,MF,12
420,신광훈,73,178,37,DF,12
421,강현제,75,183,21,FW,12
422,윤민호,64,170,25,MF,12
423,박찬용,81,186,28,DF,12
424,황인재,80,188,30,GK,12
425,박건우,70,171,23,DF,12
426,조재훈,71,180,22,MF,12
427,정재희,70,174,31,FW,12
428,김정현,73,183,20,MF,12
429,박형우,68,173,21,FW,12
430,윤재운,77,177,21,FW,12
431,이승환,78,186,21,GK,12
432,이호재,84,192,23,FW,12
433,이규백,83,185,20,DF,12
434,홍윤상,68,178,21,MF,12
435,조성훈,85,189,26,GK,12
436,송한록,76,182,21,MF,12
437,하창래,82,188,30,DF,12
438,최현웅,76,188,21,DF,12
439,김준호,70,182,22,MF,12
440,완델손,60,172,34,FW,12
441,김규표,70,176,25,MF,12
442,양태렬,73,179,29,MF,12
